DGUID,CSD,PR,DATES,SOURCE
2021A00054807006,Hughenden,AB,,
2021A00054807008,Amisk,AB,,
2021A00054807011,Paintearth County No. 18,AB,,
2021A00054807012,Coronation,AB,,
2021A00054807014,Castor,AB,,
2021A00054807016,Halkirk,AB,,
2021A00054807019,Stettler County No. 6,AB,,
2021A00054807021,Big Valley,AB,,
2021A00054807026,Stettler,AB,,
2021A00054807027,White Sands,AB,,
2021A00054807028,Rochon Sands,AB,,
2021A00054807029,Donalda,AB,,
2021A00054807031,Flagstaff County,AB,,
2021A00054807032,Alliance,AB,,
2021A00054807036,Forestburg,AB,,
2021A00054807038,Heisler,AB,,
2021A00054807039,Daysland,AB,,
2021A00054807042,Killam,AB,,
2021A00054807044,Sedgewick,AB,,
2021A00054807046,Lougheed,AB,,
2021A00054807048,Hardisty,AB,,
2021A00054807049,Wainwright No. 61,AB,,
2021A00054807051,Chauvin,AB,,
2021A00054807052,Edgerton,AB,,
2021A00054807054,Wainwright,AB,,
2021A00054807056,Irma,AB,,
2021A00054808001,Red Deer County,AB,,
2021A00054808002,Elnora,AB,,
2021A00054808004,Delburne,AB,,
2021A00054808005,Jarvis Bay,AB,,
2021A00054808006,Bowden,AB,,
2021A00054808008,Innisfail,AB,,
2021A00054808009,Penhold,AB,,
2021A00054808011,Red Deer,AB,,
2021A00054808012,Sylvan Lake,AB,,
2021A00054808013,Norglenwold,AB,,
2021A00054808022,Lacombe County,AB,,
2021A00054808023,Birchcliff,AB,,
2021A00054808024,Eckville,AB,,
2021A00054808025,Half Moon Bay,AB,,
2021A00054808026,Bentley,AB,,
2021A00054808027,Sunbreaker Cove,AB,,
2021A00054808028,Gull Lake,AB,,
2021A00054808029,Blackfalds,AB,,
2021A00054808031,Lacombe,AB,,
2021A00054808032,Clive,AB,,
2021A00054808034,Alix,AB,,
2021A00054808038,Ponoka County,AB,,
2021A00054808039,Ponoka,AB,,
2021A00054808042,Parkland Beach,AB,,
2021A00054808044,Rimbey,AB,,
2021A00054808811,Samson 137,AB,,
2021A00054808812,Samson 137A,AB,,
2021A00054808813,Montana 139,AB,,
2021A00054809002,Clearwater County,AB,,
2021A00054809005,Burnstick Lake,AB,,
2021A00054809010,Caroline,AB,,
2021A00054809015,Rocky Mountain House,AB,,
2021A00054809806,O'Chiese 203,AB,,
2021A00054809809,Sunchild 202,AB,,
2021A00054809810,Big Horn 144A,AB,,
2021A00054810001,Camrose County,AB,,
2021A00054810002,Bashaw,AB,,
2021A00054810003,Rosalind,AB,,
2021A00054810006,Edberg,AB,,
2021A00054810009,Bawlf,AB,,
2021A00054810011,Camrose,AB,,
2021A00054810012,Bittern Lake,AB,,
2021A00054810014,Hay Lakes,AB,,
2021A00054810016,Beaver County,AB,,
2021A00054810018,Tofield,AB,,
2021A00054810019,Ryley,AB,,
2021A00054810021,Holden,AB,,
2021A00054810022,Viking,AB,,
2021A00054810026,Minburn County No. 27,AB,,
2021A00054810028,Vegreville,AB,,
2021A00054810031,Innisfree,AB,,
2021A00054810034,Mannville,AB,,
2021A00054810036,Vermilion River County,AB,,
2021A00054810038,Paradise Valley,AB,,
2021A00054810039,Lloydminster (Part),AB,,
2021A00054810041,Kitscoty,AB,,
2021A00054810042,Vermilion,AB,,
2021A00054810044,Marwayne,AB,,
2021A00054810048,Two Hills County No. 21,AB,,
2021A00054810051,Myrnam,AB,,
2021A00054810052,Two Hills,AB,,
2021A00054810058,Lamont County,AB,,
2021A00054810059,Andrew,AB,,
2021A00054810061,Mundare,AB,,
2021A00054810062,Chipman,AB,,
2021A00054810064,Lamont,AB,,
2021A00054810066,Bruderheim,AB,,
2021A00054810068,Improvement District No. 13 Elk Island,AB,,
2021A00054810805,Makaoo (Part) 120,AB,,
2021A00054811001,Wetaskiwin County No. 10,AB,,
2021A00054811002,Wetaskiwin,AB,,
2021A00054811003,Argentia Beach,AB,,
2021A00054811004,Grandview,AB,,
2021A00054811005,Poplar Bay,AB,,
2021A00054811006,Crystal Springs,AB,,
2021A00054811007,Norris Beach,AB,,
2021A00054811008,Ma-Me-O Beach,AB,,
2021A00054811009,Silver Beach,AB,,
2021A00054811011,Millet,AB,,
2021A00054811012,Leduc County,AB,,
2021A00054811013,Beaumont,AB,,
2021A00054811016,Leduc,AB,,
2021A00054811018,Devon,AB,,
2021A00054811019,Calmar,AB,,
2021A00054811020,Sundance Beach,AB,,
2021A00054811021,Thorsby,AB,,
2021A00054811022,Itaska Beach,AB,,
2021A00054811023,Golden Days,AB,,
2021A00054811024,Warburg,AB,,
2021A00054811026,Breton,AB,,
2021A00054811031,Drayton Valley,AB,,
2021A00054811032,Brazeau County,AB,,
2021A00054811034,Parkland County,AB,,
2021A00054811038,Seba Beach,AB,,
2021A00054811039,Betula Beach,AB,,
2021A00054811041,Point Alison,AB,,
2021A00054811042,Lakeview,AB,,
2021A00054811044,Kapasiwin,AB,,
2021A00054811046,Spring Lake,AB,,
2021A00054811048,Stony Plain,AB,,
2021A00054811049,Spruce Grove,AB,,
2021A00054811052,Strathcona County,AB,,
2021A00054811056,Fort Saskatchewan,AB,,
2021A00054811059,Sturgeon County,AB,,
2021A00054811061,Edmonton,AB,,
2021A00054811062,St. Albert,AB,,
2021A00054811064,Gibbons,AB,,
2021A00054811065,Redwater,AB,,
2021A00054811066,Bon Accord,AB,,
2021A00054811068,Morinville,AB,,
2021A00054811069,Legal,AB,,
2021A00054811801,Ermineskin 138,AB,,
2021A00054811802,Pigeon Lake 138A,AB,,
2021A00054811803,Louis Bull 138B,AB,,
2021A00054811804,Enoch Cree Nation,AB,,
2021A00054811805,Alexander 134,AB,,
2021A00054811806,Wabamun 133A,AB,,
2021A00054811807,Wabamun 133B,AB,,
2021A00054812002,Cold Lake,AB,,
2021A00054812004,Bonnyville No. 87,AB,,
2021A00054812009,Bonnyville,AB,,
2021A00054812011,Bonnyville Beach,AB,,
2021A00054812012,Glendon,AB,,
2021A00054812013,Pelican Narrows,AB,,
2021A00054812014,St. Paul County No. 19,AB,,
2021A00054812016,Elk Point,AB,,
2021A00054812018,St. Paul,AB,,
2021A00054812020,Horseshoe Bay,AB,,
2021A00054812022,Smoky Lake County,AB,,
2021A00054812024,Vilna,AB,,
2021A00054812026,Waskatenau,AB,,
2021A00054812029,Smoky Lake,AB,,
2021A00054812037,Lac la Biche County,AB,,
2021A00054812038,Improvement District No. 349,AB,,
2021A00054812802,Unipouheos 121,AB,,
2021A00054812804,Puskiakiwenin 122,AB,,
2021A00054812806,Saddle Lake 125,AB,,
2021A00054812808,White Fish Lake 128,AB,,
2021A00054812810,Cold Lake 149,AB,,
2021A00054812811,Kehewin 123,AB,,
2021A00054812813,Cold Lake 149A,AB,,
2021A00054812815,Cold Lake 149B,AB,,
2021A00054812828,Beaver Lake 131,AB,,
2021A00054812840,Heart Lake 167,AB,,
2021A00054813001,Lac Ste. Anne County,AB,,
2021A00054813002,Mayerthorpe,AB,,
2021A00054813003,Nakamun Park,AB,,
2021A00054813005,Val Quentin,AB,,
2021A00054813006,West Cove,AB,,
2021A00054813007,Yellowstone,AB,,
2021A00054813008,Ross Haven,AB,,
2021A00054813009,Castle Island,AB,,
2021A00054813010,Silver Sands,AB,,
2021A00054813011,Sunset Point,AB,,
2021A00054813012,Alberta Beach,AB,,
2021A00054813013,Birch Cove,AB,,
2021A00054813014,Onoway,AB,,
2021A00054813015,South View,AB,,
2021A00054813016,Sandy Beach,AB,,
2021A00054813017,Sunrise Beach,AB,,
2021A00054813018,Barrhead County No. 11,AB,,
2021A00054813019,Barrhead,AB,,
2021A00054813028,Westlock County,AB,,
2021A00054813029,Woodlands County,AB,,
2021A00054813030,Whitecourt,AB,,
2021A00054813031,Westlock,AB,,
2021A00054813032,Clyde,AB,,
2021A00054813033,Larkspur,AB,,
2021A00054813036,Thorhild County,AB,,
2021A00054813044,Athabasca County,AB,,
2021A00054813045,Mewatha Beach,AB,,
2021A00054813046,Boyle,AB,,
2021A00054813047,Sunset Beach,AB,,
2021A00054813048,Athabasca,AB,,
2021A00054813049,Island Lake,AB,,
2021A00054813051,Island Lake South,AB,,
2021A00054813053,Bondiss,AB,,
2021A00054813055,South Baptiste,AB,,
2021A00054813057,West Baptiste,AB,,
2021A00054813061,Whispering Hills,AB,,
2021A00054813811,Alexis 133,AB,,
2021A00054813829,Alexander 134B,AB,,
2021A00054813830,Alexis Whitecourt 232,AB,,
2021A00054814003,Yellowhead County,AB,,
2021A00054814019,Hinton,AB,,
2021A00054814024,Edson,AB,,
2021A00054814028,Improvement District No. 25 Willmore Wilderness,AB,,
2021A00054815007,Crowsnest Pass,AB,,
2021A00054815013,Kananaskis,AB,,
2021A00054815015,Bighorn No. 8,AB,,
2021A00054815023,Canmore,AB,,
2021A00054815027,Ghost Lake,AB,,
2021A00054815030,Waiparous,AB,,
2021A00054815032,Improvement District No. 9 Banff,AB,,
2021A00054815033,Jasper,AB,,
2021A00054815035,Banff,AB,,
2021A00054815037,Improvement District No. 12 Jasper Park,AB,,
2021A00054815045,Ranchland No. 66,AB,,
2021A00054815802,"Stoney 142, 143, 144",AB,,
2021A00054815815,Stoney 142B,AB,,
2021A00054816037,Wood Buffalo,AB,,
2021A00054816051,Improvement District No. 24 Wood Buffalo,AB,,
2021A00054816810,Fort Mckay 174,AB,,
2021A00054816817,Janvier 194,AB,,
2021A00054816821,Gregoire Lake 176,AB,,
2021A00054816822,Gregoire Lake 176A,AB,,
2021A00054816849,Old Fort 217,AB,,
2021A00054816850,Allison Bay 219,AB,,
2021A00054816852,Dog Head 218,AB,,
2021A00054816860,Thebathi 196,AB,,
2021A00054816861,Thabacha Náre 196A,AB,,
2021A00054817021,High Prairie,AB,,
2021A00054817024,Swan Hills,AB,,
2021A00054817026,Northern Sunrise County,AB,,
2021A00054817027,Big Lakes County,AB,,
2021A00054817029,Slave Lake,AB,,
2021A00054817031,Opportunity No. 17,AB,,
2021A00054817033,Lesser Slave River No. 124,AB,,
2021A00054817039,Nampa,AB,,
2021A00054817062,Clear Hills,AB,,
2021A00054817064,Hines Creek,AB,,
2021A00054817076,Northern Lights County,AB,,
2021A00054817078,Manning,AB,,
2021A00054817093,High Level,AB,,
2021A00054817095,Mackenzie County,AB,,
2021A00054817097,Rainbow Lake,AB,,
2021A00054817817,Jean Baptiste Gambler 183,AB,,
2021A00054817818,Wabasca 166,AB,,
2021A00054817819,Wabasca 166A,AB,,
2021A00054817821,Wabasca 166B,AB,,
2021A00054817822,Wabasca 166C,AB,,
2021A00054817823,Wabasca 166D,AB,,
2021A00054817824,Utikoomak Lake 155,AB,,
2021A00054817825,Clear Hills 152C,AB,,
2021A00054817826,Kapawe'no First Nation 231,AB,,
2021A00054817827,Utikoomak Lake 155A,AB,,
2021A00054817828,Drift Pile River 150,AB,,
2021A00054817829,Sucker Creek 150A,AB,,
2021A00054817830,Kapawe'no First Nation 150D,AB,,
2021A00054817831,Swan River 150E,AB,,
2021A00054817832,Sawridge 150G,AB,,
2021A00054817833,Sawridge 150H,AB,,
2021A00054817834,Peerless Trout 238,AB,,
2021A00054817835,Fox Lake 162,AB,,
2021A00054817836,Kapawe'no First Nation 150B,AB,,
2021A00054817837,John D'Or Prairie 215,AB,,
2021A00054817838,Tall Cree 173,AB,,
2021A00054817840,Tall Cree 173A,AB,,
2021A00054817841,Beaver Ranch 163,AB,,
2021A00054817842,Boyer 164,AB,,
2021A00054817843,Child Lake 164A,AB,,
2021A00054817845,Hay Lake 209,AB,,
2021A00054817848,Bushe River 207,AB,,
2021A00054817849,Upper Hay River 212,AB,,
2021A00054817850,Woodland Cree 227,AB,,
2021A00054817853,Little Buffalo,AB,,
2021A00054817854,Carcajou 187,AB,,
2021A00054817855,Desmarais,AB,,
2021A00054817856,Woodland Cree 226,AB,,
2021A00054817857,Woodland Cree 228,AB,,
2021A00054817859,Fort Vermilion 173B,AB,,
2021A00054817860,Loon Lake 235,AB,,
2021A00054817865,Kapawe'no First Nation 229,AB,,
2021A00054818002,Fox Creek,AB,,
2021A00054818015,Greenview No. 16,AB,,
2021A00054818018,Valleyview,AB,,
2021A00054818816,Sturgeon Lake 154,AB,,
2021A00054818818,Sturgeon Lake 154A,AB,,
2021A00054819006,Grande Prairie County No. 1,AB,,
2021A00054819008,Hythe,AB,,
2021A00054819009,Beaverlodge,AB,,
2021A00054819011,Wembley,AB,,
2021A00054819012,Grande Prairie,AB,,
2021A00054819014,Sexsmith,AB,,
2021A00054819038,Peace River,AB,,
2021A00054819041,Smoky River No. 130,AB,,
2021A00054819042,McLennan,AB,,
2021A00054819044,Donnelly,AB,,
2021A00054819046,Falher,AB,,
2021A00054819048,Girouxville,AB,,
2021A00054819049,Birch Hills County,AB,,
2021A00054819054,Spirit River No. 133,AB,,
2021A00054819056,Rycroft,AB,,
2021A00054819058,Spirit River,AB,,
2021A00054819059,Saddle Hills County,AB,,
2021A00054819066,Fairview No. 136,AB,,
2021A00054819068,Fairview,AB,,
2021A00054819071,Peace No. 135,AB,,
2021A00054819072,Berwyn,AB,,
2021A00054819074,Grimshaw,AB,,
2021A00054819815,Horse Lakes 152B,AB,,
2021A00054819826,Duncan's 151A,AB,,
2021A00055901003,Elkford,BC,2005-2024,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/statistics/tax-rates-tax-burden
2021A00055901006,Sparwood,BC,2005-2024,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/statistics/tax-rates-tax-burden
2021A00055901012,Fernie,BC,2005-2024,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/statistics/tax-rates-tax-burden
2021A00055901017,East Kootenay A,BC,,
2021A00055901019,East Kootenay B,BC,,
2021A00055901022,Cranbrook,BC,2005-2024,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/statistics/tax-rates-tax-burden
2021A00055901028,Kimberley,BC,2005-2024,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/statistics/tax-rates-tax-burden
2021A00055901035,East Kootenay C,BC,,
2021A00055901037,East Kootenay E,BC,,
2021A00055901039,Invermere,BC,2005-2024,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/statistics/tax-rates-tax-burden
2021A00055901040,Radium Hot Springs,BC,2005-2024,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/statistics/tax-rates-tax-burden
2021A00055901043,Canal Flats,BC,2005-2024,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/statistics/tax-rates-tax-burden
2021A00055901046,East Kootenay F,BC,,
2021A00055901048,East Kootenay G,BC,,
2021A00055901801,Tobacco Plains 2,BC,,
2021A00055901802,Isidore's Ranch 4,BC,,
2021A00055901803,Kootenay 1,BC,,
2021A00055901804,Columbia Lake 3,BC,,
2021A00055901805,Cassimayooks (Mayook) 5,BC,,
2021A00055901806,Shuswap,BC,,
2021A00055901808,St. Mary's,BC,,
2021A00055903004,Creston,BC,2005-2024,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/statistics/tax-rates-tax-burden
2021A00055903010,Central Kootenay A,BC,,
2021A00055903011,Salmo,BC,,
2021A00055903013,Central Kootenay B,BC,,
2021A00055903015,Nelson,BC,2005-2024,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/statistics/tax-rates-tax-burden
2021A00055903017,Central Kootenay C,BC,,
2021A00055903019,Slocan,BC,2005-2024,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/statistics/tax-rates-tax-burden
2021A00055903023,Kaslo,BC,2005-2024,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/statistics/tax-rates-tax-burden
2021A00055903027,Silverton,BC,2005-2024,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/statistics/tax-rates-tax-burden
2021A00055903032,New Denver,BC,2005-2024,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/statistics/tax-rates-tax-burden
2021A00055903039,Central Kootenay D,BC,,
2021A00055903041,Central Kootenay E,BC,,
2021A00055903043,Central Kootenay F,BC,,
2021A00055903045,Castlegar,BC,2005-2024,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/statistics/tax-rates-tax-burden
2021A00055903047,Central Kootenay G,BC,,
2021A00055903050,Nakusp,BC,2005-2024,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/statistics/tax-rates-tax-burden
2021A00055903052,Central Kootenay H,BC,,
2021A00055903056,Central Kootenay I,BC,,
2021A00055903058,Central Kootenay J,BC,,
2021A00055903060,Central Kootenay K,BC,,
2021A00055903807,Creston 1,BC,,
2021A00055905005,Fruitvale,BC,2005-2024,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/statistics/tax-rates-tax-burden
2021A00055905009,Montrose,BC,2005-2024,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/statistics/tax-rates-tax-burden
2021A00055905014,Trail,BC,2005-2024,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/statistics/tax-rates-tax-burden
2021A00055905018,Warfield,BC,,
2021A00055905023,Rossland,BC,,
2021A00055905026,Kootenay Boundary A,BC,,
2021A00055905030,Kootenay Boundary B / Lower Columbia-Old-Glory,BC,,
2021A00055905032,Grand Forks,BC,,
2021A00055905037,Midway,BC,,
2021A00055905042,Greenwood,BC,,
2021A00055905050,Kootenay Boundary C / Christina Lake,BC,,
2021A00055905052,Kootenay Boundary D / Rural Grand Forks,BC,,
2021A00055905054,Kootenay Boundary E / West Boundary,BC,,
2021A00055907005,Osoyoos,BC,,
2021A00055907009,Keremeos,BC,,
2021A00055907014,Oliver,BC,,
2021A00055907022,Okanagan-Similkameen A,BC,,
2021A00055907024,Princeton,BC,,
2021A00055907026,Okanagan-Similkameen B,BC,,
2021A00055907028,Okanagan-Similkameen C,BC,,
2021A00055907035,Summerland,BC,,
2021A00055907041,Penticton,BC,,
2021A00055907047,Okanagan-Similkameen D,BC,,
2021A00055907048,Okanagan-Similkameen I,BC,,
2021A00055907049,Okanagan-Similkameen E,BC,,
2021A00055907051,Okanagan-Similkameen F,BC,,
2021A00055907053,Okanagan-Similkameen G,BC,,
2021A00055907055,Okanagan-Similkameen H,BC,,
2021A00055907801,Lower Similkameen 2,BC,,
2021A00055907802,Osoyoos 1,BC,,
2021A00055907803,Penticton 1,BC,,
2021A00055907805,Chopaka 7 & 8,BC,,
2021A00055907806,Blind Creek 6,BC,,
2021A00055907807,Chuchuwayha 2,BC,,
2021A00055907808,Alexis 9,BC,,
2021A00055907809,Ashnola 10,BC,,
2021A00055907850,Lulu 5,BC,,
2021A00055909009,Hope,BC,,
2021A00055909014,Fraser Valley A,BC,,
2021A00055909016,Fraser Valley B,BC,,
2021A00055909020,Chilliwack,BC,,
2021A00055909027,Harrison Hot Springs,BC,,
2021A00055909032,Kent,BC,,
2021A00055909034,Fraser Valley D,BC,,
2021A00055909035,Fraser Valley H,BC,,
2021A00055909036,Fraser Valley E,BC,,
2021A00055909048,Fraser Valley C,BC,,
2021A00055909052,Abbotsford,BC,,
2021A00055909056,Mission,BC,,
2021A00055909060,Fraser Valley F,BC,,
2021A00055909062,Fraser Valley G,BC,,
2021A00055909804,Chawathil 4,BC,,
2021A00055909805,Inkahtsaph 6,BC,,
2021A00055909806,Kopchitchin 2,BC,,
2021A00055909807,Ohamil 1,BC,,
2021A00055909808,Puckatholetchin 11,BC,,
2021A00055909809,Saddle Rock 9,BC,,
2021A00055909810,Lukseetsissum 9,BC,,
2021A00055909812,Schkam 2,BC,,
2021A00055909814,Skawahlook 1,BC,,
2021A00055909815,Speyum 3,BC,,
2021A00055909816,Spuzzum 1,BC,,
2021A00055909817,Tuckkwiowhum 1,BC,,
2021A00055909818,Yale Town 1,BC,,
2021A00055909819,Kahmoose 4,BC,,
2021A00055909821,Kwawkwawapilt 6,BC,,
2021A00055909824,Skwah 4,BC,,
2021A00055909825,Skwali 3,BC,,
2021A00055909826,Skway 5,BC,,
2021A00055909827,Soowahlie 14,BC,,
2021A00055909830,Tzeachten 13,BC,,
2021A00055909831,Yakweakwioose 12,BC,,
2021A00055909832,Seabird Island,BC,,
2021A00055909833,Scowlitz 1,BC,,
2021A00055909834,Tseatah 2,BC,,
2021A00055909835,Aitchelitch 9,BC,,
2021A00055909836,Boston Bar 1A,BC,,
2021A00055909837,Cheam 1,BC,,
2021A00055909838,Schelowat 1,BC,,
2021A00055909839,Chehalis 5,BC,,
2021A00055909841,Stullawheets 8,BC,,
2021A00055909842,Douglas 8,BC,,
2021A00055909843,Peters 1,BC,,
2021A00055909844,Popkum 1,BC,,
2021A00055909845,Skookumchuck 4,BC,,
2021A00055909847,Bucktum 4,BC,,
2021A00055909848,Tipella 7,BC,,
2021A00055909850,Boothroyd 13,BC,,
2021A00055909851,Ruby Creek 2,BC,,
2021A00055909852,Paqulh,BC,,
2021A00055909856,Langley 2,BC,,
2021A00055909875,Q'alatkú7em,BC,,
2021A00055909876,Albert Flat 5,BC,,
2021A00055909877,Upper Sumas 6,BC,,
2021A00055909878,Matsqui Main 2,BC,,
2021A00055909879,Holachten 8,BC,,
2021A00055909880,Lakahahmen 11,BC,,
2021A00055909881,Skweahm 10,BC,,
2021A00055909882,Squawkum Creek 3,BC,,
2021A00055909883,Sachteen,BC,,
2021A00055909884,Skowkale,BC,,
2021A00055909885,Squiaala,BC,,
2021A00055915001,Langley,BC,,
2021A00055915002,Langley,BC,,
2021A00055915004,Surrey,BC,,
2021A00055915007,White Rock,BC,,
2021A00055915011,Delta,BC,,
2021A00055915015,Richmond,BC,,
2021A00055915020,Metro Vancouver A,BC,,
2021A00055915022,Vancouver,BC,,
2021A00055915025,Burnaby,BC,,
2021A00055915029,New Westminster,BC,,
2021A00055915034,Coquitlam,BC,,
2021A00055915036,Belcarra,BC,,
2021A00055915038,Anmore,BC,,
2021A00055915039,Port Coquitlam,BC,,
2021A00055915043,Port Moody,BC,,
2021A00055915046,North Vancouver,BC,,
2021A00055915051,North Vancouver,BC,,
2021A00055915055,West Vancouver,BC,,
2021A00055915062,Bowen Island,BC,,
2021A00055915065,Lions Bay,BC,,
2021A00055915070,Pitt Meadows,BC,,
2021A00055915075,Maple Ridge,BC,,
2021A00055915801,Semiahmoo,BC,,
2021A00055915802,Tsawwassen,BC,,
2021A00055915803,Musqueam 2,BC,,
2021A00055915804,Coquitlam 2,BC,,
2021A00055915805,Coquitlam 1,BC,,
2021A00055915806,Burrard Inlet 3,BC,,
2021A00055915807,Mission 1,BC,,
2021A00055915808,Capilano 5,BC,,
2021A00055915809,Barnston Island 3,BC,,
2021A00055915810,Musqueam 4,BC,,
2021A00055915811,Seymour Creek 2,BC,,
2021A00055915813,Katzie 2,BC,,
2021A00055915816,McMillan Island 6,BC,,
2021A00055915825,Matsqui 4,BC,,
2021A00055915830,Katzie 1,BC,,
2021A00055915840,Whonnock 1,BC,,
2021A00055917005,North Saanich,BC,,
2021A00055917010,Sidney,BC,,
2021A00055917015,Central Saanich,BC,,
2021A00055917021,Saanich,BC,,
2021A00055917027,Saltspring Island,BC,,
2021A00055917029,Southern Gulf Islands,BC,,
2021A00055917030,Oak Bay,BC,,
2021A00055917034,Victoria,BC,,
2021A00055917040,Esquimalt,BC,,
2021A00055917041,Colwood,BC,,
2021A00055917042,Metchosin,BC,,
2021A00055917044,Langford,BC,,
2021A00055917047,View Royal,BC,,
2021A00055917049,Highlands,BC,,
2021A00055917052,Sooke,BC,,
2021A00055917054,Juan de Fuca (Part 1),BC,,
2021A00055917056,Juan de Fuca (Part 2),BC,,
2021A00055917801,Cole Bay 3,BC,,
2021A00055917802,Union Bay 4,BC,,
2021A00055917803,East Saanich 2,BC,,
2021A00055917804,South Saanich 1,BC,,
2021A00055917805,Galiano Island 9,BC,,
2021A00055917809,Becher Bay 1,BC,,
2021A00055917811,Esquimalt,BC,,
2021A00055917812,New Songhees 1A,BC,,
2021A00055917815,Gordon River 2,BC,,
2021A00055917819,T'Sou-ke,BC,,
2021A00055919008,North Cowichan,BC,,
2021A00055919012,Duncan,BC,,
2021A00055919013,Cowichan Valley D,BC,,
2021A00055919015,Cowichan Valley G,BC,,
2021A00055919016,Lake Cowichan,BC,,
2021A00055919017,Cowichan Valley H,BC,,
2021A00055919021,Ladysmith,BC,,
2021A00055919033,Cowichan Valley F,BC,,
2021A00055919035,Cowichan Valley I,BC,,
2021A00055919043,Cowichan Valley A,BC,,
2021A00055919046,Cowichan Valley B,BC,,
2021A00055919049,Cowichan Valley C,BC,,
2021A00055919051,Cowichan Valley E,BC,,
2021A00055919801,Halalt 2,BC,,
2021A00055919802,Squaw-Hay-One 11,BC,,
2021A00055919803,Tsussie 6,BC,,
2021A00055919804,Chemainus 13,BC,,
2021A00055919808,Kil-pah-las 3,BC,,
2021A00055919809,Penelakut Island 7,BC,,
2021A00055919811,Shingle Point 4,BC,,
2021A00055919812,Cowichan Lake,BC,,
2021A00055919813,Lyacksun 3,BC,,
2021A00055919814,Malachan 11,BC,,
2021A00055919815,Malahat 11,BC,,
2021A00055919816,Oyster Bay 12,BC,,
2021A00055919817,Portier Pass 5,BC,,
2021A00055919818,Theik 2,BC,,
2021A00055919820,Est-Patrolas 4,BC,,
2021A00055919821,Tzart-Lam 5,BC,,
2021A00055919822,Cowichan,BC,,
2021A00055921007,Nanaimo,BC,,
2021A00055921008,Lantzville,BC,,
2021A00055921010,Nanaimo A,BC,,
2021A00055921014,Nanaimo B,BC,,
2021A00055921016,Nanaimo C,BC,,
2021A00055921018,Parksville,BC,,
2021A00055921023,Qualicum Beach,BC,,
2021A00055921030,Nanaimo E,BC,,
2021A00055921032,Nanaimo F,BC,,
2021A00055921034,Nanaimo G,BC,,
2021A00055921036,Nanaimo H,BC,,
2021A00055921804,Nanaimo Town 1,BC,,
2021A00055921805,Nanoose,BC,,
2021A00055921806,Qualicum,BC,,
2021A00055921807,Nanaimo River,BC,,
2021A00055923008,Port Alberni,BC,,
2021A00055923019,Ucluelet,BC,,
2021A00055923025,Tofino,BC,,
2021A00055923033,Alberni-Clayoquot B,BC,,
2021A00055923035,Alberni-Clayoquot D,BC,,
2021A00055923037,Alberni-Clayoquot E,BC,,
2021A00055923039,Alberni-Clayoquot F,BC,,
2021A00055923047,Alberni-Clayoquot A,BC,,
2021A00055923049,Alberni-Clayoquot C,BC,,
2021A00055923801,Ahahswinis 1,BC,,
2021A00055923802,Alberni 2,BC,,
2021A00055923803,Anacla 12,BC,,
2021A00055923804,Clakamucus 2,BC,,
2021A00055923805,Elhlateese 2,BC,,
2021A00055923806,Hesquiat 1,BC,,
2021A00055923807,Ittatsoo 1,BC,,
2021A00055923808,Marktosis 15,BC,,
2021A00055923809,Numukamis 1,BC,,
2021A00055923810,Macoah 1,BC,,
2021A00055923813,Opitsat 1,BC,,
2021A00055923814,Sachsa 4,BC,,
2021A00055923816,Tsahaheh 1,BC,,
2021A00055923822,Klehkoot 2,BC,,
2021A00055923823,Esowista 3,BC,,
2021A00055923824,Refuge Cove 6,BC,,
2021A00055923825,Tin Wis 11,BC,,
2021A00055924025,Gold River,BC,,
2021A00055924029,Zeballos,BC,,
2021A00055924030,Tahsis,BC,,
2021A00055924034,Campbell River,BC,,
2021A00055924039,Sayward,BC,,
2021A00055924042,Strathcona D (Oyster Bay - Buttle Lake),BC,,
2021A00055924048,Strathcona A,BC,,
2021A00055924052,Strathcona B,BC,,
2021A00055924054,Strathcona C,BC,,
2021A00055924803,Ahaminaquus 12,BC,,
2021A00055924804,Campbell River 11,BC,,
2021A00055924805,Chenahkint 12,BC,,
2021A00055924806,Houpsitas 6,BC,,
2021A00055924812,Quinsam 12,BC,,
2021A00055924813,Village Island 1,BC,,
2021A00055924814,Yuquot 1,BC,,
2021A00055924817,Cape Mudge 10,BC,,
2021A00055924818,Squirrel Cove 8,BC,,
